car_id,company,model,year,kilometers_driven,fuel_type,transmission,owner,car_condition,insurance_status,previous_accidents,num_doors,engine_size,power,Price,city,emission_norm,insurance_eligible,maintenance_level,predicted_price,listing_type,is_certified,price_with_gst,is_synthetic
,Tata,Tata Nano,2024,3807,CNG,,,,,,,,,94891.66,,,,,,,,121461.32,1.0
,Tata,Tata Nano,2024,3807,LPG,,,,,,,,,97128.89,,,,,,,,124324.98,1.0
,Tata,Tata Nano,2024,3767,Hybrid,,,,,,,,,110620.19,,,,,,,,141593.84,1.0
,Tata,Tata Nano,2024,3727,EV,,,,,,,,,130728.4,,,,,,,,167332.35,1.0
,Tata,Tata Nano,2025,3541,Diesel,,,,,,,,,230514.72,,,,,,,,295058.84,1.0
,Tata,Tata Nano,2025,3541,CNG,,,,,,,,,106151.34,,,,,,,,135873.72,1.0
,Tata,Tata Nano,2025,3541,LPG,,,,,,,,,100019.47,,,,,,,,128024.93,1.0
,Tata,Tata Nano,2025,3541,Hybrid,,,,,,,,,114747.86,,,,,,,,146877.26,1.0
,Tata,Tata Nano,2025,3541,EV,,,,,,,,,121371.79,,,,,,,,155355.89,1.0
,Tata,Tata Nano Cx,2019,1908,Diesel,,,,,,,,,145930.03,,,,,,,,172197.43,1.0
,Tata,Tata Nano Cx,2019,1674,CNG,,,,,,,,,54525.97,,,,,,,,64340.65,1.0
,Tata,Tata Nano Cx,2019,1674,LPG,,,,,,,,,51686.84,,,,,,,,60990.47,1.0
,Tata,Tata Nano Cx,2019,1570,Hybrid,,,,,,,,,69884.56,,,,,,,,82463.78,1.0
,Tata,Tata Nano Cx,2019,1473,EV,,,,,,,,,64425.57,,,,,,,,76022.18,1.0
,Tata,Tata Nano Cx,2020,1736,Diesel,,,,,,,,,138657.57,,,,,,,,166389.08,1.0
,Tata,Tata Nano Cx,2020,1557,CNG,,,,,,,,,53512.47,,,,,,,,64214.96,1.0
,Tata,Tata Nano Cx,2020,1557,LPG,,,,,,,,,50294.6,,,,,,,,60353.52,1.0
,Tata,Tata Nano Cx,2020,1476,Hybrid,,,,,,,,,75822.31,,,,,,,,90986.77,1.0
,Tata,Tata Nano Cx,2020,1400,EV,,,,,,,,,67322.77,,,,,,,,80787.32,1.0
,Tata,Tata Nano Cx,2021,1580,Diesel,,,,,,,,,145543.83,,,,,,,,177563.47,1.0
,Tata,Tata Nano Cx,2021,1448,CNG,,,,,,,,,54888.26,,,,,,,,66963.68,1.0
,Tata,Tata Nano Cx,2021,1448,LPG,,,,,,,,,50958.09,,,,,,,,62168.87,1.0
,Tata,Tata Nano Cx,2021,1387,Hybrid,,,,,,,,,73087.31,,,,,,,,89166.52,1.0
,Tata,Tata Nano Cx,2021,1330,EV,,,,,,,,,74297.69,,,,,,,,90643.18,1.0
,Tata,Tata Nano Cx,2022,1437,Diesel,,,,,,,,,143523.92,,,,,,,,179404.9,1.0
,Tata,Tata Nano Cx,2022,1347,CNG,,,,,,,,,59065.41,,,,,,,,73831.76,1.0
,Tata,Tata Nano Cx,2022,1347,LPG,,,,,,,,,50797.79,,,,,,,,63497.24,1.0
,Tata,Tata Nano Cx,2022,1304,Hybrid,,,,,,,,,67215.01,,,,,,,,84018.77,1.0
,Tata,Tata Nano Cx,2022,1263,EV,,,,,,,,,68071.37,,,,,,,,85089.22,1.0
,Tata,Tata Nano Cx,2023,1308,Diesel,,,,,,,,,131900.11,,,,,,,,166194.14,1.0
,Tata,Tata Nano Cx,2023,1252,CNG,,,,,,,,,65700.18,,,,,,,,82782.23,1.0
,Tata,Tata Nano Cx,2023,1252,LPG,,,,,,,,,55698.62,,,,,,,,70180.26,1.0
,Tata,Tata Nano Cx,2023,1226,Hybrid,,,,,,,,,64121.73,,,,,,,,80793.37,1.0
,Tata,Tata Nano Cx,2023,1200,EV,,,,,,,,,67034.64,,,,,,,,84463.65,1.0
,Tata,Tata Nano Cx,2024,1190,Diesel,,,,,,,,,142784.98,,,,,,,,182764.77,1.0
,Tata,Tata Nano Cx,2024,1165,CNG,,,,,,,,,57655.59,,,,,,,,73799.16,1.0
,Tata,Tata Nano Cx,2024,1165,LPG,,,,,,,,,53534.91,,,,,,,,68524.69,1.0
,Tata,Tata Nano Cx,2024,1152,Hybrid,,,,,,,,,68710.84,,,,,,,,87949.88,1.0
,Tata,Tata Nano Cx,2024,1140,EV,,,,,,,,,72264.02,,,,,,,,92497.95,1.0
,Tata,Tata Nano Cx,2025,1083,Diesel,,,,,,,,,141502.83,,,,,,,,181123.62,1.0
,Tata,Tata Nano Cx,2025,1083,CNG,,,,,,,,,56110.3,,,,,,,,71821.18,1.0
,Tata,Tata Nano Cx,2025,1083,LPG,,,,,,,,,44926.74,,,,,,,,57506.22,1.0
,Tata,Tata Nano Cx,2025,1083,Hybrid,,,,,,,,,68816.16,,,,,,,,88084.69,1.0
,Tata,Tata Nano Cx,2025,1083,EV,,,,,,,,,69092.54,,,,,,,,88438.45,1.0
,Tata,Tata Nano GenX,2019,29729,Diesel,,,,,,,,,129297.83,,,,,,,,152571.44,1.0
,Tata,Tata Nano GenX,2019,26093,CNG,,,,,,,,,60689.24,,,,,,,,71613.3,1.0
,Tata,Tata Nano GenX,2019,26093,LPG,,,,,,,,,48840.69,,,,,,,,57632.01,1.0
,Tata,Tata Nano GenX,2019,24472,Hybrid,,,,,,,,,63127.36,,,,,,,,74490.29,1.0
,Tata,Tata Nano GenX,2019,22966,EV,,,,,,,,,70848.07,,,,,,,,83600.72,1.0
,Tata,Tata Nano GenX,2020,27053,Diesel,,,,,,,,,131658.38,,,,,,,,157990.06,1.0
,Tata,Tata Nano GenX,2020,24267,CNG,,,,,,,,,52767.48,,,,,,,,63320.97,1.0
,Tata,Tata Nano GenX,2020,24267,LPG,,,,,,,,,49527.01,,,,,,,,59432.42,1.0
,Tata,Tata Nano GenX,2020,23003,Hybrid,,,,,,,,,72276.46,,,,,,,,86731.76,1.0
,Tata,Tata Nano GenX,2020,21818,EV,,,,,,,,,62579.63,,,,,,,,75095.56,1.0
,Tata,Tata Nano GenX,2021,24619,Diesel,,,,,,,,,131588.86,,,,,,,,160538.41,1.0
,Tata,Tata Nano GenX,2021,22568,CNG,,,,,,,,,48609.28,,,,,,,,59303.32,1.0
,Tata,Tata Nano GenX,2021,22568,LPG,,,,,,,,,49379.82,,,,,,,,60243.38,1.0
,Tata,Tata Nano GenX,2021,21623,Hybrid,,,,,,,,,60791.3,,,,,,,,74165.39,1.0
,Tata,Tata Nano GenX,2021,20727,EV,,,,,,,,,65453.77,,,,,,,,79853.59,1.0
,Tata,Tata Nano GenX,2022,22403,Diesel,,,,,,,,,125687.25,,,,,,,,157109.07,1.0
,Tata,Tata Nano GenX,2022,20988,CNG,,,,,,,,,54483.66,,,,,,,,68104.58,1.0
,Tata,Tata Nano GenX,2022,20988,LPG,,,,,,,,,50420.45,,,,,,,,63025.56,1.0
,Tata,Tata Nano GenX,2022,20326,Hybrid,,,,,,,,,59528.88,,,,,,,,74411.1,1.0
,Tata,Tata Nano GenX,2022,19690,EV,,,,,,,,,67356.24,,,,,,,,84195.3,1.0
,Tata,Tata Nano GenX,2023,20387,Diesel,,,,,,,,,122505.15,,,,,,,,154356.49,1.0
,Tata,Tata Nano GenX,2023,19519,CNG,,,,,,,,,47583.61,,,,,,,,59955.35,1.0
,Tata,Tata Nano GenX,2023,19519,LPG,,,,,,,,,47164.8,,,,,,,,59427.65,1.0
,Tata,Tata Nano GenX,2023,19106,Hybrid,,,,,,,,,63146.85,,,,,,,,79565.03,1.0
,Tata,Tata Nano GenX,2023,18706,EV,,,,,,,,,76910.01,,,,,,,,96906.61,1.0
,Tata,Tata Nano GenX,2024,18552,Diesel,,,,,,,,,131276.61,,,,,,,,168034.06,1.0
,Tata,Tata Nano GenX,2024,18153,CNG,,,,,,,,,47215.77,,,,,,,,60436.18,1.0
,Tata,Tata Nano GenX,2024,18153,LPG,,,,,,,,,46167.7,,,,,,,,59094.66,1.0
,Tata,Tata Nano GenX,2024,17960,Hybrid,,,,,,,,,68280.48,,,,,,,,87399.01,1.0
,Tata,Tata Nano GenX,2024,17771,EV,,,,,,,,,75547.41,,,,,,,,96700.69,1.0
,Tata,Tata Nano GenX,2025,16882,Diesel,,,,,,,,,115776.86,,,,,,,,148194.37,1.0
,Tata,Tata Nano GenX,2025,16882,CNG,,,,,,,,,45664.54,,,,,,,,58450.61,1.0
,Tata,Tata Nano GenX,2025,16882,LPG,,,,,,,,,53151.51,,,,,,,,68033.93,1.0
,Tata,Tata Nano GenX,2025,16882,Hybrid,,,,,,,,,65841.68,,,,,,,,84277.35,1.0
,Tata,Tata Nano GenX,2025,16882,EV,,,,,,,,,63637.39,,,,,,,,81455.86,1.0
,Tata,Tata Nano LX,2019,32432,Diesel,,,,,,,,,134082.76,,,,,,,,158217.66,1.0
,Tata,Tata Nano LX,2019,28466,CNG,,,,,,,,,43995.04,,,,,,,,51914.15,1.0
,Tata,Tata Nano LX,2019,28466,LPG,,,,,,,,,48529.87,,,,,,,,57265.24,1.0
,Tata,Tata Nano LX,2019,26697,Hybrid,,,,,,,,,66609.43,,,,,,,,78599.13,1.0
,Tata,Tata Nano LX,2019,25054,EV,,,,,,,,,71944.9,,,,,,,,84894.98,1.0
,Tata,Tata Nano LX,2020,29513,Diesel,,,,,,,,,122012.13,,,,,,,,146414.55,1.0
,Tata,Tata Nano LX,2020,26473,CNG,,,,,,,,,52528.31,,,,,,,,63033.98,1.0
,Tata,Tata Nano LX,2020,26473,LPG,,,,,,,,,45825.94,,,,,,,,54991.13,1.0
,Tata,Tata Nano LX,2020,25095,Hybrid,,,,,,,,,66325.51,,,,,,,,79590.61,1.0
,Tata,Tata Nano LX,2020,23801,EV,,,,,,,,,64502.88,,,,,,,,77403.45,1.0
,Tata,Tata Nano LX,2021,26857,Diesel,,,,,,,,,126734.25,,,,,,,,154615.79,1.0
,Tata,Tata Nano LX,2021,24620,CNG,,,,,,,,,49137.18,,,,,,,,59947.36,1.0
,Tata,Tata Nano LX,2021,24620,LPG,,,,,,,,,50415.63,,,,,,,,61507.07,1.0
,Tata,Tata Nano LX,2021,23589,Hybrid,,,,,,,,,68689.22,,,,,,,,83800.85,1.0
,Tata,Tata Nano LX,2021,22611,EV,,,,,,,,,67205.17,,,,,,,,81990.31,1.0
,Tata,Tata Nano LX,2022,24440,Diesel,,,,,,,,,130213.43,,,,,,,,162766.79,1.0
,Tata,Tata Nano LX,2022,22897,CNG,,,,,,,,,47717.46,,,,,,,,59646.83,1.0
,Tata,Tata Nano LX,2022,22897,LPG,,,,,,,,,47647.62,,,,,,,,59559.53,1.0
,Tata,Tata Nano LX,2022,22174,Hybrid,,,,,,,,,65127.77,,,,,,,,81409.71,1.0
,Tata,Tata Nano LX,2022,21481,EV,,,,,,,,,78883.48,,,,,,,,98604.35,1.0
,Tata,Tata Nano LX,2023,22240,Diesel,,,,,,,,,121247.67,,,,,,,,152772.07,1.0
,Tata,Tata Nano LX,2023,21294,CNG,,,,,,,,,56850.68,,,,,,,,71631.85,1.0
,Tata,Tata Nano LX,2023,21294,LPG,,,,,,,,,51422.1,,,,,,,,64791.84,1.0
,Tata,Tata Nano LX,2023,20843,Hybrid,,,,,,,,,66424.49,,,,,,,,83694.86,1.0
,Tata,Tata Nano LX,2023,20407,EV,,,,,,,,,75357.29,,,,,,,,94950.19,1.0
,Tata,Tata Nano LX,2024,20239,Diesel,,,,,,,,,132815.9,,,,,,,,170004.35,1.0
,Tata,Tata Nano LX,2024,19803,CNG,,,,,,,,,53479.87,,,,,,,,68454.24,1.0
,Tata,Tata Nano LX,2024,19803,LPG,,,,,,,,,48365.4,,,,,,,,61907.71,1.0
,Tata,Tata Nano LX,2024,19593,Hybrid,,,,,,,,,70120.29,,,,,,,,89753.97,1.0
,Tata,Tata Nano LX,2024,19386,EV,,,,,,,,,72649.17,,,,,,,,92990.94,1.0
,Tata,Tata Nano LX,2025,18417,Diesel,,,,,,,,,125038.26,,,,,,,,160048.97,1.0
,Tata,Tata Nano LX,2025,18417,CNG,,,,,,,,,48123.03,,,,,,,,61597.48,1.0
,Tata,Tata Nano LX,2025,18417,LPG,,,,,,,,,47929.12,,,,,,,,61349.28,1.0
,Tata,Tata Nano LX,2025,18417,Hybrid,,,,,,,,,62188.81,,,,,,,,79601.68,1.0
,Tata,Tata Nano LX,2025,18417,EV,,,,,,,,,67904.93,,,,,,,,86918.31,1.0
,Tata,Tata Nano Lx,2019,6078,Diesel,,,,,,,,,240458.51,,,,,,,,283741.04,1.0
,Tata,Tata Nano Lx,2019,5335,CNG,,,,,,,,,87570.81,,,,,,,,103333.56,1.0
,Tata,Tata Nano Lx,2019,5335,LPG,,,,,,,,,83383.4,,,,,,,,98392.41,1.0
,Tata,Tata Nano Lx,2019,5003,Hybrid,,,,,,,,,112943.55,,,,,,,,133273.39,1.0
,Tata,Tata Nano Lx,2019,4696,EV,,,,,,,,,123423.92,,,,,,,,145640.23,1.0
,Tata,Tata Nano Lx,2020,5531,Diesel,,,,,,,,,193662.75,,,,,,,,232395.3,1.0
,Tata,Tata Nano Lx,2020,4961,CNG,,,,,,,,,86763.69,,,,,,,,104116.42,1.0
,Tata,Tata Nano Lx,2020,4961,LPG,,,,,,,,,84657.97,,,,,,,,101589.57,1.0
,Tata,Tata Nano Lx,2020,4703,Hybrid,,,,,,,,,120655.98,,,,,,,,144787.17,1.0
,Tata,Tata Nano Lx,2020,4461,EV,,,,,,,,,113978.97,,,,,,,,136774.77,1.0
,Tata,Tata Nano Lx,2021,5033,Diesel,,,,,,,,,198636.5,,,,,,,,242336.53,1.0
,Tata,Tata Nano Lx,2021,4614,CNG,,,,,,,,,93389.36,,,,,,,,113935.01,1.0
,Tata,Tata Nano Lx,2021,4614,LPG,,,,,,,,,80411.29,,,,,,,,98101.77,1.0
,Tata,Tata Nano Lx,2021,4421,Hybrid,,,,,,,,,104517.78,,,,,,,,127511.69,1.0
,Tata,Tata Nano Lx,2021,4238,EV,,,,,,,,,113045.69,,,,,,,,137915.74,1.0
,Tata,Tata Nano Lx,2022,4580,Diesel,,,,,,,,,221361.03,,,,,,,,276701.29,1.0
,Tata,Tata Nano Lx,2022,4291,CNG,,,,,,,,,86774.25,,,,,,,,108467.82,1.0
,Tata,Tata Nano Lx,2022,4291,LPG,,,,,,,,,72535.32,,,,,,,,90669.15,1.0
,Tata,Tata Nano Lx,2022,4156,Hybrid,,,,,,,,,118609.7,,,,,,,,148262.12,1.0
,Tata,Tata Nano Lx,2022,4026,EV,,,,,,,,,126428.95,,,,,,,,158036.19,1.0
,Tata,Tata Nano Lx,2023,4168,Diesel,,,,,,,,,232589.44,,,,,,,,293062.7,1.0
,Tata,Tata Nano Lx,2023,3991,CNG,,,,,,,,,83895.05,,,,,,,,105707.76,1.0
,Tata,Tata Nano Lx,2023,3991,LPG,,,,,,,,,82587.54,,,,,,,,104060.3,1.0
,Tata,Tata Nano Lx,2023,3906,Hybrid,,,,,,,,,112507.68,,,,,,,,141759.68,1.0
,Tata,Tata Nano Lx,2023,3824,EV,,,,,,,,,121664.81,,,,,,,,153297.66,1.0
,Tata,Tata Nano Lx,2024,3793,Diesel,,,,,,,,,232815.32,,,,,,,,298003.61,1.0
,Tata,Tata Nano Lx,2024,3711,CNG,,,,,,,,,86075.01,,,,,,,,110176.02,1.0
,Tata,Tata Nano Lx,2024,3711,LPG,,,,,,,,,84009.48,,,,,,,,107532.13,1.0
,Tata,Tata Nano Lx,2024,3672,Hybrid,,,,,,,,,115639.78,,,,,,,,148018.92,1.0
,Tata,Tata Nano Lx,2024,3633,EV,,,,,,,,,127704.04,,,,,,,,163461.17,1.0
,Tata,Tata Nano Lx,2025,3452,Diesel,,,,,,,,,233301.04,,,,,,,,298625.34,1.0
,Tata,Tata Nano Lx,2025,3452,CNG,,,,,,,,,94304.24,,,,,,,,120709.43,1.0
,Tata,Tata Nano Lx,2025,3452,LPG,,,,,,,,,84018.66,,,,,,,,107543.89,1.0
,Tata,Tata Nano Lx,2025,3452,Hybrid,,,,,,,,,122076.7,,,,,,,,156258.17,1.0
,Tata,Tata Nano Lx,2025,3452,EV,,,,,,,,,120332.75,,,,,,,,154025.93,1.0
,Tata,Tata Sumo Gold,2019,86998,Petrol,,,,,,,,,566531.88,,,,,,,,668507.62,1.0
,Tata,Tata Sumo Gold,2019,81534,CNG,,,,,,,,,595882.75,,,,,,,,703141.65,1.0
,Tata,Tata Sumo Gold,2019,81534,LPG,,,,,,,,,531643.62,,,,,,,,627339.47,1.0
,Tata,Tata Sumo Gold,2019,76466,Hybrid,,,,,,,,,668743.59,,,,,,,,789117.43,1.0
,Tata,Tata Sumo Gold,2019,71762,EV,,,,,,,,,696251.63,,,,,,,,821576.93,1.0
,Tata,Tata Sumo Gold,2020,80038,Petrol,,,,,,,,,608026.93,,,,,,,,729632.32,1.0
,Tata,Tata Sumo Gold,2020,75827,CNG,,,,,,,,,564878.93,,,,,,,,677854.72,1.0
,Tata,Tata Sumo Gold,2020,75827,LPG,,,,,,,,,516316.62,,,,,,,,619579.95,1.0
,Tata,Tata Sumo Gold,2020,71878,Hybrid,,,,,,,,,699838.28,,,,,,,,839805.93,1.0
,Tata,Tata Sumo Gold,2020,68174,EV,,,,,,,,,789995.35,,,,,,,,947994.42,1.0
,Tata,Tata Sumo Gold,2021,73635,Petrol,,,,,,,,,635804.71,,,,,,,,775681.75,1.0
,Tata,Tata Sumo Gold,2021,70519,CNG,,,,,,,,,555891.27,,,,,,,,678187.35,1.0
,Tata,Tata Sumo Gold,2021,70519,LPG,,,,,,,,,539095.92,,,,,,,,657697.02,1.0
,Tata,Tata Sumo Gold,2021,67565,Hybrid,,,,,,,,,644445.01,,,,,,,,786222.92,1.0
,Tata,Tata Sumo Gold,2021,64765,EV,,,,,,,,,733991.71,,,,,,,,895469.88,1.0
,Tata,Tata Sumo Gold,2022,67744,Petrol,,,,,,,,,662248.94,,,,,,,,827811.18,1.0
,Tata,Tata Sumo Gold,2022,65582,CNG,,,,,,,,,542414.47,,,,,,,,678018.09,1.0
,Tata,Tata Sumo Gold,2022,65582,LPG,,,,,,,,,484324.57,,,,,,,,605405.71,1.0
,Tata,Tata Sumo Gold,2022,63511,Hybrid,,,,,,,,,660126.68,,,,,,,,825158.35,1.0
,Tata,Tata Sumo Gold,2022,61527,EV,,,,,,,,,670007.95,,,,,,,,837509.94,1.0
,Tata,Tata Sumo Gold,2023,62325,Petrol,,,,,,,,,569267.7,,,,,,,,717277.3,1.0
,Tata,Tata Sumo Gold,2023,60992,CNG,,,,,,,,,537386.83,,,,,,,,677107.41,1.0
,Tata,Tata Sumo Gold,2023,60992,LPG,,,,,,,,,467242.57,,,,,,,,588725.63,1.0
,Tata,Tata Sumo Gold,2023,59701,Hybrid,,,,,,,,,687649.81,,,,,,,,866438.77,1.0
,Tata,Tata Sumo Gold,2023,58450,EV,,,,,,,,,755685.09,,,,,,,,952163.21,1.0
,Tata,Tata Sumo Gold,2024,57339,Petrol,,,,,,,,,564859.12,,,,,,,,723019.67,1.0
,Tata,Tata Sumo Gold,2024,56722,CNG,,,,,,,,,599705.16,,,,,,,,767622.61,1.0
,Tata,Tata Sumo Gold,2024,56722,LPG,,,,,,,,,525914.91,,,,,,,,673171.09,1.0
,Tata,Tata Sumo Gold,2024,56119,Hybrid,,,,,,,,,729486.93,,,,,,,,933743.26,1.0
,Tata,Tata Sumo Gold,2024,55528,EV,,,,,,,,,688580.71,,,,,,,,881383.3,1.0
,Tata,Tata Sumo Gold,2025,52752,Petrol,,,,,,,,,628025.96,,,,,,,,803873.23,1.0
,Tata,Tata Sumo Gold,2025,52752,CNG,,,,,,,,,513596.89,,,,,,,,657404.02,1.0
,Tata,Tata Sumo Gold,2025,52752,LPG,,,,,,,,,537532.54,,,,,,,,688041.65,1.0
,Tata,Tata Sumo Gold,2025,52752,Hybrid,,,,,,,,,694089.3,,,,,,,,888434.3,1.0
,Tata,Tata Sumo Gold,2025,52752,EV,,,,,,,,,740672.59,,,,,,,,948060.92,1.0
,Tata,Tata Sumo Grande,2019,56943,Petrol,,,,,,,,,330603.59,,,,,,,,390112.24,1.0
,Tata,Tata Sumo Grande,2019,53367,CNG,,,,,,,,,309663.19,,,,,,,,365402.57,1.0
,Tata,Tata Sumo Grande,2019,53367,LPG,,,,,,,,,314707.79,,,,,,,,371355.19,1.0
,Tata,Tata Sumo Grande,2019,50050,Hybrid,,,,,,,,,385771.4,,,,,,,,455210.25,1.0
,Tata,Tata Sumo Grande,2019,46970,EV,,,,,,,,,438693.78,,,,,,,,517658.67,1.0
,Tata,Tata Sumo Grande,2020,52388,Petrol,,,,,,,,,326515.76,,,,,,,,391818.91,1.0
,Tata,Tata Sumo Grande,2020,49631,CNG,,,,,,,,,343890.45,,,,,,,,412668.54,1.0
,Tata,Tata Sumo Grande,2020,49631,LPG,,,,,,,,,281352.8,,,,,,,,337623.36,1.0
,Tata,Tata Sumo Grande,2020,47047,Hybrid,,,,,,,,,422601.48,,,,,,,,507121.78,1.0
,Tata,Tata Sumo Grande,2020,44622,EV,,,,,,,,,442853.46,,,,,,,,531424.15,1.0
,Tata,Tata Sumo Grande,2021,48197,Petrol,,,,,,,,,340822.41,,,,,,,,415803.35,1.0
,Tata,Tata Sumo Grande,2021,46157,CNG,,,,,,,,,338664.85,,,,,,,,413171.11,1.0
,Tata,Tata Sumo Grande,2021,46157,LPG,,,,,,,,,308568.44,,,,,,,,376453.49,1.0
,Tata,Tata Sumo Grande,2021,44224,Hybrid,,,,,,,,,395821.82,,,,,,,,482902.62,1.0
,Tata,Tata Sumo Grande,2021,42391,EV,,,,,,,,,401002.18,,,,,,,,489222.66,1.0
,Tata,Tata Sumo Grande,2022,44341,Petrol,,,,,,,,,313807.12,,,,,,,,392258.9,1.0
,Tata,Tata Sumo Grande,2022,42926,CNG,,,,,,,,,334102.31,,,,,,,,417627.89,1.0
,Tata,Tata Sumo Grande,2022,42926,LPG,,,,,,,,,275295.6,,,,,,,,344119.49,1.0
,Tata,Tata Sumo Grande,2022,41570,Hybrid,,,,,,,,,411386.51,,,,,,,,514233.14,1.0
,Tata,Tata Sumo Grande,2022,40271,EV,,,,,,,,,420084.26,,,,,,,,525105.32,1.0
,Tata,Tata Sumo Grande,2023,40793,Petrol,,,,,,,,,370186.57,,,,,,,,466435.08,1.0
,Tata,Tata Sumo Grande,2023,39921,CNG,,,,,,,,,321306.77,,,,,,,,404846.53,1.0
,Tata,Tata Sumo Grande,2023,39921,LPG,,,,,,,,,297815.19,,,,,,,,375247.13,1.0
,Tata,Tata Sumo Grande,2023,39076,Hybrid,,,,,,,,,427008.65,,,,,,,,538030.9,1.0
,Tata,Tata Sumo Grande,2023,38258,EV,,,,,,,,,435411.92,,,,,,,,548619.02,1.0
,Tata,Tata Sumo Grande,2024,37530,Petrol,,,,,,,,,362439.87,,,,,,,,463923.03,1.0
,Tata,Tata Sumo Grande,2024,37126,CNG,,,,,,,,,336450.91,,,,,,,,430657.16,1.0
,Tata,Tata Sumo Grande,2024,37126,LPG,,,,,,,,,275828.45,,,,,,,,353060.41,1.0
,Tata,Tata Sumo Grande,2024,36731,Hybrid,,,,,,,,,427620.21,,,,,,,,547353.87,1.0
,Tata,Tata Sumo Grande,2024,36345,EV,,,,,,,,,442516.38,,,,,,,,566420.96,1.0
,Tata,Tata Sumo Grande,2025,34528,Petrol,,,,,,,,,333995.01,,,,,,,,427513.61,1.0
,Tata,Tata Sumo Grande,2025,34528,CNG,,,,,,,,,322444.87,,,,,,,,412729.43,1.0
,Tata,Tata Sumo Grande,2025,34528,LPG,,,,,,,,,303104.23,,,,,,,,387973.41,1.0
,Tata,Tata Sumo Grande,2025,34528,Hybrid,,,,,,,,,405745.58,,,,,,,,519354.34,1.0
,Tata,Tata Sumo Grande,2025,34528,EV,,,,,,,,,435381.24,,,,,,,,557287.99,1.0
,Tata,Tata Sumo Victa,2019,48589,Petrol,,,,,,,,,886546.68,,,,,,,,1046125.08,1.0
,Tata,Tata Sumo Victa,2019,45537,CNG,,,,,,,,,799867.54,,,,,,,,943843.7,1.0
,Tata,Tata Sumo Victa,2019,45537,LPG,,,,,,,,,642461.39,,,,,,,,758104.44,1.0
,Tata,Tata Sumo Victa,2019,42707,Hybrid,,,,,,,,,973938.02,,,,,,,,1149246.87,1.0
,Tata,Tata Sumo Victa,2019,40080,EV,,,,,,,,,1057834.67,,,,,,,,1248244.91,1.0
,Tata,Tata Sumo Victa,2020,44702,Petrol,,,,,,,,,835378.16,,,,,,,,1002453.79,1.0
,Tata,Tata Sumo Victa,2020,42350,CNG,,,,,,,,,800282.77,,,,,,,,960339.33,1.0
,Tata,Tata Sumo Victa,2020,42350,LPG,,,,,,,,,781564.82,,,,,,,,937877.78,1.0
,Tata,Tata Sumo Victa,2020,40144,Hybrid,,,,,,,,,996563.85,,,,,,,,1195876.62,1.0
,Tata,Tata Sumo Victa,2020,38076,EV,,,,,,,,,994371.13,,,,,,,,1193245.36,1.0
,Tata,Tata Sumo Victa,2021,41126,Petrol,,,,,,,,,867624.53,,,,,,,,1058501.92,1.0
,Tata,Tata Sumo Victa,2021,39385,CNG,,,,,,,,,757645.28,,,,,,,,924327.24,1.0
,Tata,Tata Sumo Victa,2021,39385,LPG,,,,,,,,,698367.47,,,,,,,,852008.31,1.0
,Tata,Tata Sumo Victa,2021,37736,Hybrid,,,,,,,,,919098.08,,,,,,,,1121299.66,1.0
,Tata,Tata Sumo Victa,2021,36172,EV,,,,,,,,,1071618.1,,,,,,,,1307374.09,1.0
,Tata,Tata Sumo Victa,2022,37836,Petrol,,,,,,,,,776338.65,,,,,,,,970423.31,1.0
,Tata,Tata Sumo Victa,2022,36628,CNG,,,,,,,,,820174.75,,,,,,,,1025218.44,1.0
,Tata,Tata Sumo Victa,2022,36628,LPG,,,,,,,,,718282.65,,,,,,,,897853.31,1.0
,Tata,Tata Sumo Victa,2022,35472,Hybrid,,,,,,,,,860066.48,,,,,,,,1075083.1,1.0
,Tata,Tata Sumo Victa,2022,34363,EV,,,,,,,,,1001327.55,,,,,,,,1251659.44,1.0
,Tata,Tata Sumo Victa,2023,34809,Petrol,,,,,,,,,713558.55,,,,,,,,899083.77,1.0
,Tata,Tata Sumo Victa,2023,34064,CNG,,,,,,,,,779305.36,,,,,,,,981924.75,1.0
,Tata,Tata Sumo Victa,2023,34064,LPG,,,,,,,,,734407.21,,,,,,,,925353.08,1.0
,Tata,Tata Sumo Victa,2023,33343,Hybrid,,,,,,,,,905524.95,,,,,,,,1140961.43,1.0
,Tata,Tata Sumo Victa,2023,32645,EV,,,,,,,,,986978.54,,,,,,,,1243592.95,1.0
,Tata,Tata Sumo Victa,2024,32024,Petrol,,,,,,,,,912156.0,,,,,,,,1167559.68,1.0
,Tata,Tata Sumo Victa,2024,31680,CNG,,,,,,,,,728323.17,,,,,,,,932253.66,1.0
,Tata,Tata Sumo Victa,2024,31680,LPG,,,,,,,,,653060.46,,,,,,,,835917.39,1.0
,Tata,Tata Sumo Victa,2024,31343,Hybrid,,,,,,,,,1022362.07,,,,,,,,1308623.46,1.0
,Tata,Tata Sumo Victa,2024,31013,EV,,,,,,,,,1095082.72,,,,,,,,1401705.89,1.0
,Tata,Tata Sumo Victa,2025,29462,Petrol,,,,,,,,,816611.07,,,,,,,,1045262.16,1.0
,Tata,Tata Sumo Victa,2025,29462,CNG,,,,,,,,,796699.17,,,,,,,,1019774.94,1.0
,Tata,Tata Sumo Victa,2025,29462,LPG,,,,,,,,,753497.4,,,,,,,,964476.68,1.0
,Tata,Tata Sumo Victa,2025,29462,Hybrid,,,,,,,,,897067.67,,,,,,,,1148246.62,1.0
