car_id,company,model,year,kms_driven,fuel_type,transmission,owner,car_condition,insurance_status,previous_accidents,num_doors,engine_size,power,price,city,emission_norm,insurance_eligible,maintenance_level,predicted_price,listing_type,is_certified,car_age
2795.0,Mahindra,Thar,2019,110431.0,Diesel,Manual,1St,Poor,No,0.0,2.0,2814.0,249.0,173189.0,Bangalore,Bs6,False,Low,173189.0,Dealer,False,6
2796.0,Tata,Harrier,2006,92011.0,Hybrid,Automatic,2Nd,Good,Yes,0.0,5.0,1636.0,168.0,130277.0,Hyderabad,Bs6,True,Medium,130277.0,Dealer,True,19
2797.0,Toyota,Fortuner,2023,110961.0,Cng,Automatic,1St,Excellent,Yes,0.0,4.0,1966.0,257.0,419500.0,Bangalore,Bs6,True,Medium,419500.0,Private,False,2
2798.0,Toyota,Innova,2017,44452.0,Cng,Manual,3Rd,Poor,No,0.0,5.0,1118.0,392.0,177991.0,Bangalore,Bs3,False,High,177991.0,Dealer,False,8
2799.0,Maruti,Dzire,2023,231773.0,Diesel,Automatic,1St,Excellent,Yes,1.0,5.0,2171.0,114.0,379718.0,Bangalore,Bs3,True,High,379718.0,Dealer,False,2
2800.0,Hyundai,I20,2012,48669.0,Hybrid,Automatic,3Rd,Fair,Yes,0.0,2.0,3105.0,330.0,167372.0,Mumbai,Bs4,True,Low,167372.0,Dealer,True,13
2801.0,Honda,City,2005,113525.0,Electric,Manual,1St,Fair,No,1.0,2.0,1729.0,347.0,90675.0,Hyderabad,Bs4,False,Low,90675.0,Dealer,False,20
2802.0,Tata,Tiago,2023,37308.0,Petrol,Manual,1St,Good,Yes,2.0,2.0,3170.0,294.0,426649.0,Mumbai,Bs6,True,Medium,426649.0,Private,False,2
2803.0,Honda,Amaze,2013,6422.0,Electric,Manual,3Rd,Excellent,Yes,0.0,4.0,2728.0,166.0,245775.0,Hyderabad,Bs6,True,Medium,245775.0,Dealer,True,12
2804.0,Mahindra,Xuv500,2016,108305.0,Electric,Automatic,3Rd,Good,Yes,0.0,2.0,3106.0,253.0,258062.0,Delhi,Bs6,True,Medium,258062.0,Dealer,True,9
2805.0,Hyundai,I20,2013,248452.0,Diesel,Automatic,1St,Excellent,Yes,3.0,5.0,1122.0,352.0,100314.0,Mumbai,Bs4,True,Medium,100314.0,Private,False,12
2806.0,Maruti,Baleno,2007,179628.0,Diesel,Automatic,2Nd,Excellent,Yes,0.0,5.0,3470.0,178.0,69331.0,Delhi,Bs6,True,High,69331.0,Private,False,18
2807.0,Toyota,Fortuner,2025,165954.0,Electric,Manual,3Rd,Fair,Yes,1.0,5.0,1223.0,301.0,439454.0,Mumbai,Bs3,True,High,439454.0,Private,True,0
2808.0,Tata,Harrier,2012,115719.0,Cng,Manual,4Th,Excellent,Yes,0.0,2.0,1108.0,329.0,119587.0,Bangalore,Bs3,True,Medium,119587.0,Dealer,True,13
2809.0,Mahindra,Xuv500,2008,210971.0,Electric,Manual,4Th,Excellent,Yes,0.0,4.0,2689.0,255.0,70231.0,Delhi,Bs3,True,Medium,70231.0,Dealer,False,17
2810.0,Tata,Nexon,2016,81798.0,Petrol,Automatic,3Rd,Poor,No,2.0,4.0,2050.0,291.0,143253.0,Delhi,Bs3,False,High,143253.0,Dealer,False,9
2811.0,Honda,Wr-V,2010,106043.0,Electric,Manual,4Th,Good,Yes,0.0,5.0,3450.0,327.0,104456.0,Hyderabad,Bs4,True,Low,104456.0,Dealer,True,15
2812.0,Toyota,Yaris,2016,124235.0,Hybrid,Manual,4Th,Good,Yes,0.0,5.0,2968.0,84.0,237102.0,Bangalore,Bs3,True,High,237102.0,Dealer,True,9
2813.0,Tata,Harrier,2010,145685.0,Hybrid,Manual,4Th,Excellent,Yes,0.0,5.0,2346.0,77.0,101289.0,Hyderabad,Bs4,True,Low,101289.0,Private,True,15
2814.0,Toyota,Fortuner,2007,135339.0,Petrol,Manual,4Th,Poor,No,2.0,5.0,3823.0,163.0,25948.0,Hyderabad,Bs6,False,Low,25948.0,Private,False,18
2815.0,Hyundai,I20,2025,137535.0,Diesel,Automatic,1St,Good,Yes,0.0,4.0,2489.0,190.0,411362.0,Hyderabad,Bs3,True,High,411362.0,Private,True,0
2816.0,Tata,Harrier,2008,53337.0,Diesel,Automatic,2Nd,Fair,Yes,0.0,4.0,3649.0,345.0,110898.0,Mumbai,Bs6,True,Low,110898.0,Private,False,17
2817.0,Mahindra,Scorpio,2010,95694.0,Hybrid,Manual,1St,Poor,No,0.0,4.0,2793.0,92.0,69196.0,Chennai,Bs3,False,High,69196.0,Dealer,True,15
2818.0,Maruti,Dzire,2020,199026.0,Hybrid,Automatic,4Th,Excellent,Yes,1.0,4.0,3248.0,67.0,349542.0,Chennai,Bs3,True,Medium,349542.0,Private,True,5
2819.0,Mahindra,Thar,2012,154051.0,Petrol,Automatic,4Th,Good,Yes,0.0,5.0,3541.0,184.0,95059.0,Chennai,Bs6,True,High,95059.0,Dealer,False,13
2820.0,Toyota,Fortuner,2006,203710.0,Hybrid,Manual,2Nd,Fair,Yes,1.0,5.0,1194.0,200.0,38474.0,Chennai,Bs6,True,Medium,38474.0,Dealer,False,19
2821.0,Tata,Harrier,2021,191134.0,Diesel,Manual,2Nd,Excellent,Yes,0.0,4.0,2895.0,272.0,337023.0,Mumbai,Bs6,True,Low,337023.0,Private,False,4
2822.0,Mahindra,Thar,2012,13627.0,Electric,Automatic,1St,Excellent,Yes,1.0,4.0,2812.0,79.0,226132.0,Mumbai,Bs4,True,High,226132.0,Dealer,True,13
2823.0,Maruti,Baleno,2014,114694.0,Petrol,Manual,1St,Poor,No,0.0,4.0,1324.0,205.0,85725.0,Hyderabad,Bs4,False,Medium,85725.0,Private,False,11
2824.0,Tata,Harrier,2025,145793.0,Electric,Manual,4Th,Poor,No,2.0,2.0,2651.0,295.0,321441.0,Chennai,Bs3,False,High,321441.0,Private,True,0
2825.0,Mahindra,Scorpio,2015,167935.0,Petrol,Manual,4Th,Good,Yes,3.0,2.0,2547.0,244.0,144282.0,Chennai,Bs4,True,Low,144282.0,Private,False,10
2826.0,Tata,Tiago,2012,177066.0,Diesel,Automatic,3Rd,Good,Yes,0.0,5.0,1915.0,241.0,77010.0,Delhi,Bs4,True,Medium,77010.0,Private,False,13
2827.0,Toyota,Innova,2023,36201.0,Hybrid,Automatic,3Rd,Good,Yes,0.0,5.0,3589.0,322.0,466496.0,Delhi,Bs4,True,Medium,466496.0,Private,True,2
2828.0,Toyota,Innova,2006,73937.0,Diesel,Automatic,3Rd,Good,Yes,0.0,4.0,2833.0,387.0,113623.0,Mumbai,Bs3,True,Low,113623.0,Private,True,19
2829.0,Toyota,Yaris,2022,239333.0,Petrol,Automatic,1St,Fair,Yes,4.0,4.0,3752.0,270.0,220495.0,Delhi,Bs3,True,High,220495.0,Private,True,3
2830.0,Toyota,Yaris,2005,79697.0,Diesel,Automatic,3Rd,Excellent,No,0.0,5.0,3048.0,64.0,124931.0,Hyderabad,Bs6,False,Medium,124931.0,Private,False,20
2831.0,Maruti,Dzire,2018,203606.0,Petrol,Automatic,1St,Fair,Yes,2.0,5.0,2857.0,165.0,163667.0,Hyderabad,Bs3,True,High,163667.0,Dealer,True,7
2832.0,Honda,City,2010,177274.0,Electric,Automatic,3Rd,Excellent,Yes,3.0,2.0,2452.0,251.0,96607.0,Chennai,Bs4,True,Medium,96607.0,Private,False,15
2833.0,Tata,Nexon,2025,38918.0,Hybrid,Manual,1St,Good,Yes,1.0,5.0,3864.0,61.0,535564.0,Bangalore,Bs4,True,Low,535564.0,Private,False,0
2834.0,Toyota,Yaris,2025,200046.0,Cng,Manual,1St,Good,Yes,0.0,2.0,3857.0,280.0,336193.0,Chennai,Bs3,True,Medium,336193.0,Dealer,False,0
2835.0,Maruti,Baleno,2017,106397.0,Petrol,Manual,3Rd,Excellent,Yes,0.0,5.0,2696.0,362.0,253301.0,Mumbai,Bs6,True,Low,253301.0,Private,True,8
2836.0,Mahindra,Xuv500,2024,118371.0,Cng,Automatic,3Rd,Fair,Yes,0.0,4.0,868.0,256.0,324517.0,Hyderabad,Bs3,True,Medium,324517.0,Dealer,False,1
2837.0,Hyundai,I20,2021,143274.0,Diesel,Automatic,4Th,Good,Yes,0.0,2.0,3039.0,119.0,295176.0,Hyderabad,Bs4,True,Medium,295176.0,Dealer,False,4
2838.0,Mahindra,Thar,2011,109847.0,Diesel,Automatic,4Th,Excellent,Yes,0.0,5.0,2398.0,121.0,98714.0,Hyderabad,Bs3,True,Medium,98714.0,Dealer,True,14
2839.0,Mahindra,Scorpio,2011,230470.0,Petrol,Automatic,3Rd,Excellent,Yes,4.0,5.0,1468.0,103.0,44230.0,Delhi,Bs4,True,High,44230.0,Private,False,14
2840.0,Toyota,Yaris,2024,8009.0,Petrol,Automatic,2Nd,Good,Yes,0.0,5.0,2787.0,127.0,429227.0,Delhi,Bs3,True,Medium,429227.0,Dealer,False,1
2841.0,Toyota,Fortuner,2019,182921.0,Petrol,Automatic,1St,Poor,No,0.0,2.0,1767.0,264.0,149951.0,Chennai,Bs4,False,Medium,149951.0,Private,False,6
2842.0,Toyota,Yaris,2025,52881.0,Diesel,Manual,3Rd,Fair,Yes,0.0,2.0,2716.0,100.0,388850.0,Hyderabad,Bs4,True,Medium,388850.0,Private,False,0
2843.0,Toyota,Fortuner,2009,7892.0,Hybrid,Automatic,3Rd,Excellent,Yes,0.0,2.0,3004.0,379.0,197352.0,Bangalore,Bs4,True,Low,197352.0,Dealer,False,16
2844.0,Tata,Tiago,2023,73093.0,Petrol,Manual,4Th,Good,Yes,0.0,5.0,2933.0,278.0,373296.0,Hyderabad,Bs6,True,High,373296.0,Private,True,2
2845.0,Tata,Harrier,2018,60803.0,Hybrid,Manual,3Rd,Excellent,Yes,1.0,4.0,3192.0,79.0,374920.0,Hyderabad,Bs4,True,High,374920.0,Dealer,False,7
2846.0,Honda,Amaze,2013,48826.0,Electric,Manual,4Th,Excellent,Yes,0.0,4.0,3775.0,137.0,218025.0,Chennai,Bs6,True,Medium,218025.0,Dealer,True,12
2847.0,Honda,Amaze,2025,42758.0,Hybrid,Automatic,3Rd,Poor,No,0.0,2.0,3313.0,185.0,381431.0,Hyderabad,Bs3,False,Medium,381431.0,Private,True,0
2848.0,Toyota,Fortuner,2022,246579.0,Petrol,Manual,3Rd,Good,Yes,4.0,5.0,3623.0,118.0,277545.0,Mumbai,Bs6,True,High,277545.0,Private,False,3
2849.0,Maruti,Dzire,2020,93907.0,Petrol,Manual,2Nd,Good,Yes,1.0,2.0,3260.0,381.0,290134.0,Delhi,Bs4,True,Medium,290134.0,Private,False,5
2850.0,Honda,Wr-V,2017,213509.0,Diesel,Manual,4Th,Fair,Yes,0.0,4.0,1542.0,268.0,130936.0,Chennai,Bs6,True,Medium,130936.0,Private,True,8
2851.0,Hyundai,I20,2022,102846.0,Diesel,Manual,2Nd,Excellent,Yes,0.0,5.0,2479.0,126.0,365631.0,Bangalore,Bs6,True,High,365631.0,Private,False,3
2852.0,Honda,Amaze,2017,96014.0,Cng,Automatic,4Th,Excellent,Yes,0.0,4.0,2016.0,197.0,248443.0,Delhi,Bs4,True,High,248443.0,Private,False,8
2853.0,Maruti,Dzire,2019,99690.0,Diesel,Manual,1St,Fair,Yes,1.0,5.0,3322.0,187.0,246914.0,Bangalore,Bs6,True,Low,246914.0,Dealer,True,6
2854.0,Toyota,Fortuner,2005,93152.0,Diesel,Automatic,3Rd,Excellent,No,1.0,4.0,2948.0,278.0,119298.0,Hyderabad,Bs4,False,High,119298.0,Dealer,True,20
2855.0,Toyota,Fortuner,2011,49320.0,Petrol,Automatic,2Nd,Fair,Yes,0.0,4.0,1303.0,220.0,100863.0,Chennai,Bs4,True,High,100863.0,Private,True,14
2856.0,Toyota,Innova,2007,170827.0,Diesel,Automatic,4Th,Fair,Yes,1.0,5.0,3842.0,161.0,43483.0,Delhi,Bs3,True,Low,43483.0,Private,False,18
2857.0,Toyota,Innova,2009,5222.0,Petrol,Automatic,3Rd,Fair,Yes,0.0,4.0,1143.0,272.0,123726.0,Delhi,Bs6,True,High,123726.0,Private,True,16
2858.0,Honda,City,2005,56047.0,Petrol,Automatic,1St,Good,No,4.0,4.0,1806.0,152.0,115634.0,Chennai,Bs4,False,Low,115634.0,Dealer,False,20
2859.0,Tata,Tiago,2016,73778.0,Electric,Manual,2Nd,Fair,Yes,2.0,2.0,3916.0,337.0,233280.0,Bangalore,Bs6,True,Medium,233280.0,Private,True,9
2860.0,Honda,Wr-V,2006,19956.0,Hybrid,Manual,1St,Fair,Yes,1.0,4.0,1668.0,233.0,143228.0,Bangalore,Bs3,True,Medium,143228.0,Private,True,19
2861.0,Toyota,Yaris,2018,211315.0,Petrol,Automatic,1St,Fair,Yes,0.0,5.0,1962.0,292.0,174498.0,Bangalore,Bs3,True,Low,174498.0,Private,True,7
2862.0,Honda,Wr-V,2007,131855.0,Cng,Manual,3Rd,Good,Yes,1.0,2.0,3543.0,193.0,74655.0,Mumbai,Bs4,True,High,74655.0,Private,False,18
2863.0,Honda,City,2009,15586.0,Electric,Manual,4Th,Excellent,Yes,1.0,5.0,2228.0,363.0,169115.0,Chennai,Bs3,True,High,169115.0,Private,True,16
2864.0,Maruti,Swift,2008,82731.0,Hybrid,Automatic,4Th,Good,Yes,4.0,5.0,1825.0,198.0,128212.0,Delhi,Bs6,True,Low,128212.0,Private,False,17
2865.0,Maruti,Dzire,2010,204374.0,Diesel,Manual,3Rd,Poor,No,0.0,4.0,3094.0,314.0,20000.0,Delhi,Bs3,False,Medium,20000.0,Dealer,True,15
2866.0,Hyundai,Creta,2025,191662.0,Diesel,Manual,2Nd,Fair,Yes,0.0,4.0,3590.0,246.0,332159.0,Bangalore,Bs6,True,Medium,332159.0,Private,True,0
2867.0,Honda,Wr-V,2020,97377.0,Electric,Automatic,4Th,Good,Yes,0.0,2.0,3234.0,184.0,360605.0,Hyderabad,Bs6,True,Medium,360605.0,Dealer,True,5
2868.0,Mahindra,Xuv500,2007,141425.0,Hybrid,Automatic,4Th,Good,Yes,1.0,2.0,2968.0,67.0,102875.0,Hyderabad,Bs4,True,Medium,102875.0,Dealer,True,18
2869.0,Toyota,Fortuner,2005,178813.0,Petrol,Automatic,3Rd,Good,No,1.0,5.0,2940.0,209.0,55939.0,Chennai,Bs6,False,High,55939.0,Dealer,False,20
2870.0,Honda,Amaze,2010,175456.0,Cng,Automatic,4Th,Excellent,Yes,0.0,2.0,2632.0,110.0,71672.0,Hyderabad,Bs6,True,High,71672.0,Private,False,15
2871.0,Honda,City,2023,144747.0,Petrol,Manual,1St,Good,Yes,3.0,5.0,1319.0,83.0,364836.0,Bangalore,Bs4,True,High,364836.0,Dealer,False,2
2872.0,Hyundai,Verna,2005,165881.0,Electric,Automatic,3Rd,Good,No,0.0,5.0,1487.0,81.0,75640.0,Delhi,Bs4,False,High,75640.0,Private,False,20
2873.0,Tata,Nexon,2025,26539.0,Hybrid,Automatic,1St,Poor,No,1.0,5.0,3555.0,60.0,427769.0,Mumbai,Bs3,False,Low,427769.0,Dealer,True,0
2874.0,Tata,Nexon,2024,178554.0,Petrol,Automatic,3Rd,Poor,No,3.0,2.0,3415.0,260.0,220850.0,Chennai,Bs6,False,Medium,220850.0,Private,False,1
2875.0,Maruti,Baleno,2023,57638.0,Cng,Manual,4Th,Good,Yes,0.0,5.0,3696.0,72.0,386425.0,Hyderabad,Bs3,True,Low,386425.0,Dealer,True,2
2876.0,Maruti,Dzire,2017,20985.0,Hybrid,Manual,2Nd,Excellent,Yes,0.0,5.0,991.0,90.0,357116.0,Chennai,Bs4,True,Low,357116.0,Private,False,8
2877.0,Honda,City,2006,144137.0,Electric,Manual,3Rd,Excellent,Yes,3.0,2.0,1194.0,263.0,105807.0,Chennai,Bs3,True,Low,105807.0,Dealer,False,19
2878.0,Mahindra,Xuv500,2013,124307.0,Petrol,Manual,4Th,Excellent,Yes,0.0,4.0,2660.0,389.0,129057.0,Delhi,Bs4,True,Medium,129057.0,Dealer,True,12
2879.0,Toyota,Fortuner,2006,15718.0,Electric,Manual,1St,Good,Yes,0.0,5.0,2983.0,83.0,166236.0,Mumbai,Bs6,True,Low,166236.0,Private,True,19
2880.0,Tata,Tiago,2019,167173.0,Electric,Automatic,3Rd,Good,Yes,0.0,5.0,887.0,175.0,310558.0,Delhi,Bs4,True,High,310558.0,Private,False,6
2881.0,Mahindra,Xuv500,2020,244230.0,Hybrid,Manual,1St,Fair,Yes,2.0,5.0,3334.0,358.0,224140.0,Delhi,Bs6,True,Medium,224140.0,Private,False,5
2882.0,Hyundai,I20,2022,1168.0,Cng,Automatic,2Nd,Excellent,Yes,3.0,2.0,1880.0,373.0,427690.0,Hyderabad,Bs3,True,Low,427690.0,Private,True,3
2883.0,Hyundai,Creta,2019,91622.0,Cng,Automatic,4Th,Good,Yes,2.0,5.0,2578.0,208.0,286914.0,Mumbai,Bs4,True,Low,286914.0,Dealer,False,6
2884.0,Tata,Nexon,2025,53037.0,Petrol,Manual,3Rd,Good,Yes,0.0,2.0,2390.0,175.0,416836.0,Delhi,Bs3,True,High,416836.0,Dealer,False,0
2885.0,Mahindra,Scorpio,2005,140316.0,Hybrid,Automatic,1St,Excellent,No,2.0,5.0,884.0,214.0,133887.0,Bangalore,Bs6,False,Low,133887.0,Dealer,False,20
2886.0,Mahindra,Xuv500,2020,33258.0,Petrol,Manual,2Nd,Good,Yes,1.0,5.0,1232.0,60.0,337891.0,Hyderabad,Bs6,True,Low,337891.0,Private,False,5
2887.0,Hyundai,Creta,2009,22347.0,Cng,Manual,4Th,Good,Yes,2.0,4.0,1269.0,97.0,130945.0,Mumbai,Bs4,True,Low,130945.0,Private,False,16
2888.0,Tata,Tiago,2018,193508.0,Cng,Manual,3Rd,Good,Yes,0.0,5.0,2073.0,278.0,192521.0,Hyderabad,Bs6,True,Medium,192521.0,Dealer,False,7
2889.0,Hyundai,Creta,2010,83232.0,Electric,Automatic,4Th,Good,Yes,2.0,5.0,3645.0,311.0,126579.0,Chennai,Bs3,True,High,126579.0,Private,True,15
2890.0,Tata,Nexon,2012,190092.0,Diesel,Manual,4Th,Fair,Yes,0.0,4.0,3570.0,68.0,50540.0,Hyderabad,Bs4,True,High,50540.0,Dealer,False,13
2891.0,Maruti,Baleno,2025,201230.0,Petrol,Automatic,2Nd,Excellent,Yes,0.0,4.0,2797.0,311.0,424279.0,Delhi,Bs4,True,High,424279.0,Private,True,0
2892.0,Honda,Wr-V,2025,159551.0,Cng,Manual,2Nd,Fair,Yes,1.0,4.0,1175.0,261.0,299884.0,Delhi,Bs6,True,High,299884.0,Dealer,False,0
2893.0,Mahindra,Scorpio,2007,84125.0,Electric,Automatic,1St,Good,Yes,2.0,2.0,909.0,354.0,125668.0,Hyderabad,Bs3,True,Medium,125668.0,Dealer,True,18
2894.0,Hyundai,Creta,2023,53695.0,Electric,Manual,3Rd,Good,Yes,0.0,5.0,2842.0,286.0,446586.0,Hyderabad,Bs6,True,Low,446586.0,Private,False,2
2895.0,Mahindra,Xuv500,2008,184505.0,Electric,Automatic,4Th,Excellent,Yes,2.0,4.0,3852.0,208.0,92963.0,Delhi,Bs3,True,High,92963.0,Private,False,17
2896.0,Hyundai,Verna,2025,52701.0,Diesel,Automatic,2Nd,Fair,Yes,1.0,2.0,3274.0,386.0,392330.0,Delhi,Bs6,True,Medium,392330.0,Dealer,False,0
2897.0,Toyota,Yaris,2023,10620.0,Hybrid,Automatic,3Rd,Excellent,Yes,2.0,4.0,1372.0,284.0,552483.0,Chennai,Bs3,True,Low,552483.0,Dealer,True,2
2898.0,Maruti,Swift,2022,238953.0,Electric,Automatic,4Th,Excellent,Yes,0.0,2.0,3351.0,286.0,443949.0,Bangalore,Bs4,True,Medium,443949.0,Private,False,3
2899.0,Hyundai,Creta,2017,221460.0,Hybrid,Automatic,3Rd,Poor,No,0.0,5.0,1529.0,94.0,128767.0,Chennai,Bs4,False,Low,128767.0,Private,True,8
2900.0,Mahindra,Scorpio,2009,164884.0,Hybrid,Automatic,3Rd,Excellent,Yes,0.0,5.0,3364.0,227.0,111242.0,Mumbai,Bs6,True,Low,111242.0,Private,False,16
2901.0,Honda,Wr-V,2021,11414.0,Electric,Automatic,4Th,Good,Yes,0.0,4.0,1271.0,175.0,450419.0,Hyderabad,Bs6,True,Low,450419.0,Dealer,True,4
2902.0,Maruti,Baleno,2022,202643.0,Diesel,Manual,3Rd,Good,Yes,1.0,5.0,4000.0,125.0,288198.0,Bangalore,Bs4,True,Low,288198.0,Private,True,3
2903.0,Maruti,Dzire,2011,230675.0,Cng,Manual,3Rd,Excellent,Yes,0.0,4.0,2075.0,268.0,34801.0,Mumbai,Bs4,True,Low,34801.0,Dealer,True,14
2904.0,Maruti,Baleno,2019,226588.0,Diesel,Manual,2Nd,Fair,Yes,1.0,5.0,1763.0,220.0,159174.0,Hyderabad,Bs4,True,Medium,159174.0,Dealer,True,6
2905.0,Tata,Nexon,2009,232428.0,Electric,Automatic,1St,Poor,No,0.0,5.0,2184.0,159.0,20000.0,Hyderabad,Bs3,False,High,20000.0,Dealer,False,16
2906.0,Tata,Harrier,2013,3672.0,Hybrid,Manual,2Nd,Excellent,Yes,2.0,5.0,3237.0,141.0,227753.0,Delhi,Bs6,True,High,227753.0,Dealer,False,12
2907.0,Maruti,Dzire,2024,200237.0,Electric,Automatic,3Rd,Excellent,Yes,1.0,2.0,2702.0,275.0,519733.0,Bangalore,Bs4,True,Low,519733.0,Private,False,1
2908.0,Hyundai,Verna,2005,243478.0,Diesel,Manual,4Th,Good,No,0.0,4.0,979.0,66.0,20000.0,Hyderabad,Bs3,False,Medium,20000.0,Dealer,True,20
2909.0,Toyota,Yaris,2005,1815.0,Diesel,Manual,1St,Good,No,0.0,5.0,1429.0,339.0,137953.0,Chennai,Bs6,False,High,137953.0,Private,True,20
2910.0,Mahindra,Scorpio,2009,13399.0,Diesel,Manual,4Th,Excellent,Yes,5.0,5.0,1056.0,277.0,150453.0,Hyderabad,Bs6,True,Low,150453.0,Dealer,True,16
2911.0,Toyota,Innova,2017,247663.0,Electric,Manual,1St,Good,Yes,0.0,5.0,1077.0,356.0,201914.0,Hyderabad,Bs3,True,Medium,201914.0,Dealer,True,8
2912.0,Hyundai,Verna,2010,218056.0,Hybrid,Automatic,2Nd,Good,Yes,0.0,4.0,3003.0,181.0,67217.0,Bangalore,Bs6,True,Low,67217.0,Private,True,15
2913.0,Mahindra,Scorpio,2020,169047.0,Cng,Automatic,3Rd,Good,Yes,0.0,2.0,3959.0,177.0,274754.0,Delhi,Bs4,True,Medium,274754.0,Private,False,5
2914.0,Hyundai,Verna,2025,57950.0,Cng,Automatic,2Nd,Good,Yes,2.0,2.0,2580.0,101.0,441840.0,Hyderabad,Bs3,True,Medium,441840.0,Private,False,0
2915.0,Maruti,Dzire,2025,39213.0,Hybrid,Automatic,1St,Excellent,Yes,1.0,5.0,3904.0,89.0,620912.0,Hyderabad,Bs4,True,Low,620912.0,Private,False,0
2916.0,Mahindra,Scorpio,2010,170939.0,Petrol,Manual,4Th,Good,Yes,3.0,5.0,3594.0,109.0,54449.0,Bangalore,Bs4,True,Medium,54449.0,Dealer,True,15
2917.0,Toyota,Fortuner,2020,164189.0,Diesel,Automatic,3Rd,Fair,Yes,0.0,5.0,2781.0,198.0,233539.0,Hyderabad,Bs4,True,Low,233539.0,Dealer,True,5
2918.0,Toyota,Yaris,2017,90857.0,Hybrid,Manual,4Th,Good,Yes,5.0,2.0,3083.0,386.0,297148.0,Mumbai,Bs4,True,Medium,297148.0,Dealer,True,8
2919.0,Tata,Tiago,2011,199935.0,Cng,Automatic,3Rd,Good,Yes,1.0,5.0,1327.0,229.0,48987.0,Bangalore,Bs6,True,Medium,48987.0,Private,True,14
2920.0,Toyota,Innova,2018,214420.0,Hybrid,Manual,1St,Excellent,Yes,1.0,5.0,1255.0,125.0,267094.0,Delhi,Bs4,True,Low,267094.0,Private,True,7
2921.0,Mahindra,Scorpio,2014,205710.0,Electric,Manual,1St,Excellent,Yes,3.0,2.0,3143.0,80.0,172394.0,Chennai,Bs6,True,Medium,172394.0,Dealer,False,11
2922.0,Tata,Nexon,2024,246088.0,Cng,Automatic,4Th,Fair,Yes,2.0,5.0,2762.0,308.0,306170.0,Bangalore,Bs4,True,Medium,306170.0,Dealer,True,1
2923.0,Toyota,Fortuner,2015,115204.0,Diesel,Manual,1St,Fair,Yes,1.0,2.0,3733.0,273.0,140898.0,Delhi,Bs4,True,High,140898.0,Private,False,10
2924.0,Mahindra,Thar,2021,3764.0,Cng,Manual,1St,Good,Yes,0.0,2.0,2094.0,348.0,375545.0,Chennai,Bs4,True,Medium,375545.0,Dealer,True,4
2925.0,Tata,Harrier,2025,196845.0,Diesel,Automatic,4Th,Good,Yes,0.0,5.0,2263.0,237.0,385035.0,Delhi,Bs4,True,High,385035.0,Private,False,0
2926.0,Toyota,Innova,2005,189980.0,Electric,Automatic,3Rd,Poor,No,1.0,5.0,1487.0,396.0,24471.0,Chennai,Bs4,False,High,24471.0,Private,True,20
2927.0,Maruti,Swift,2010,90021.0,Cng,Automatic,4Th,Good,Yes,0.0,2.0,1777.0,206.0,97944.0,Chennai,Bs6,True,High,97944.0,Private,True,15
2928.0,Mahindra,Scorpio,2021,75014.0,Cng,Automatic,1St,Excellent,Yes,0.0,5.0,2075.0,250.0,415186.0,Mumbai,Bs4,True,High,415186.0,Private,True,4
2929.0,Tata,Nexon,2018,158166.0,Cng,Manual,1St,Good,Yes,1.0,5.0,1294.0,161.0,211193.0,Hyderabad,Bs6,True,Medium,211193.0,Private,False,7
2930.0,Honda,City,2010,150697.0,Hybrid,Manual,2Nd,Excellent,Yes,4.0,2.0,1982.0,99.0,110429.0,Hyderabad,Bs6,True,High,110429.0,Private,False,15
2931.0,Maruti,Dzire,2005,225641.0,Petrol,Automatic,4Th,Good,No,0.0,2.0,2352.0,86.0,34695.0,Bangalore,Bs6,False,High,34695.0,Dealer,False,20
2932.0,Tata,Nexon,2013,58550.0,Electric,Automatic,4Th,Excellent,Yes,1.0,5.0,2052.0,305.0,212179.0,Chennai,Bs6,True,High,212179.0,Dealer,False,12
2933.0,Mahindra,Scorpio,2007,183660.0,Hybrid,Automatic,4Th,Good,Yes,4.0,4.0,2944.0,88.0,82281.0,Hyderabad,Bs4,True,Low,82281.0,Dealer,False,18
2934.0,Hyundai,Verna,2007,237289.0,Electric,Manual,1St,Fair,Yes,0.0,2.0,1349.0,274.0,25935.0,Mumbai,Bs4,True,Medium,25935.0,Private,False,18
2935.0,Mahindra,Scorpio,2014,242860.0,Cng,Automatic,4Th,Good,Yes,0.0,5.0,1185.0,387.0,77248.0,Delhi,Bs4,True,High,77248.0,Dealer,True,11
2936.0,Toyota,Fortuner,2019,227231.0,Diesel,Manual,2Nd,Good,Yes,3.0,2.0,1500.0,180.0,200337.0,Bangalore,Bs4,True,High,200337.0,Dealer,True,6
2937.0,Honda,Wr-V,2021,14626.0,Diesel,Automatic,3Rd,Good,Yes,0.0,2.0,3936.0,256.0,356939.0,Delhi,Bs6,True,Medium,356939.0,Private,True,4
2938.0,Honda,Wr-V,2009,134826.0,Electric,Manual,2Nd,Good,Yes,0.0,2.0,1208.0,297.0,91846.0,Bangalore,Bs6,True,Low,91846.0,Dealer,True,16
2939.0,Tata,Nexon,2025,223650.0,Electric,Automatic,2Nd,Fair,Yes,0.0,2.0,1946.0,272.0,403914.0,Mumbai,Bs3,True,High,403914.0,Private,True,0
2940.0,Honda,Amaze,2013,19355.0,Electric,Manual,4Th,Excellent,Yes,0.0,2.0,1187.0,244.0,251255.0,Mumbai,Bs4,True,High,251255.0,Dealer,False,12
